# file...... wh_1.csv
# date...... Wed Feb 17 22:02:44 2021
# user...... midrar
# host...... (null)
# target.... waterheater 24
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,height,tank_setpoint,waterheater_model,power.real,constant_power,constant_current,water_demand,temperature,is_waterheater_on
2020-01-02 10:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.406,+0
2020-01-02 10:30:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.345,+0
2020-01-02 10:40:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.285,+0
2020-01-02 10:50:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.225,+0
2020-01-02 11:00:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.164,+0
2020-01-02 11:10:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.104,+0
2020-01-02 11:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.044,+0
2020-01-02 11:30:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.984,+0
2020-01-02 11:40:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.925,+0
2020-01-02 11:50:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.865,+0
2020-01-02 12:00:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.805,+0
2020-01-02 12:10:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.746,+0
2020-01-02 12:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.686,+0
2020-01-02 12:30:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.627,+0
2020-01-02 12:40:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.568,+0
2020-01-02 12:50:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.509,+0
2020-01-02 13:00:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.45,+0
2020-01-02 13:10:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.391,+0
2020-01-02 13:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.332,+0
2020-01-02 13:30:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.273,+0
2020-01-02 13:40:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.214,+0
2020-01-02 13:50:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.41,+118.156,+0
2020-01-02 14:00:00 PST,+3.782,+119,ONEZNODE,+4.5,+0+0j,+0+0j,+0,+119.229,+1
2020-01-02 14:10:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.12,+119.945,+0
2020-01-02 14:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+118.464,+0
2020-01-02 14:30:00 PST,+3.782,+119,TWONODE,+4.5,+0+0j,+0+0j,+0.92,+118.405,+1
2020-01-02 14:40:00 PST,+3.48919,+119,TWONODE,+4.5,+0+0j,+0+0j,+0.3,+118.405,+1
2020-01-02 14:50:00 PST,+3.66526,+119,TWONODE,+4.5,+0+0j,+0+0j,+0,+118.405,+1
2020-01-02 15:00:00 PST,+3.782,+119,TWONODE,+4.5,+0+0j,+0+0j,+0.78,+119.971,+1
2020-01-02 15:10:00 PST,+3.58475,+119,TWONODE,+4.5,+0+0j,+0+0j,+0,+119.971,+1
2020-01-02 15:20:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+120.01,+0
2020-01-02 15:30:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.95,+0
2020-01-02 15:40:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.889,+0
2020-01-02 15:50:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.828,+0
2020-01-02 16:00:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+119.767,+0
