# file...... wh_1.csv
# date...... Fri Apr 23 12:14:11 2021
# user...... midrar
# host...... (null)
# target.... waterheater 24
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,height,tank_setpoint,waterheater_model,power.real,constant_power,constant_current,water_demand,temperature,is_waterheater_on
2020-01-01 00:40:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.838,+0
2020-01-01 00:50:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.762,+0
2020-01-01 01:00:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.687,+0
2020-01-01 01:10:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.611,+0
2020-01-01 01:20:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.536,+0
2020-01-01 01:30:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.461,+0
2020-01-01 01:40:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.386,+0
2020-01-01 01:50:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.311,+0
2020-01-01 02:00:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.236,+0
2020-01-01 02:10:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.161,+0
2020-01-01 02:20:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.087,+0
2020-01-01 02:30:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+129.012,+0
2020-01-01 02:40:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.938,+0
2020-01-01 02:50:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.01,+128.864,+0
2020-01-01 03:00:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.652,+0
2020-01-01 03:10:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.579,+0
2020-01-01 03:20:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.505,+0
2020-01-01 03:30:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.432,+0
2020-01-01 03:40:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.358,+0
2020-01-01 03:50:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.32,+128.285,+0
2020-01-01 04:00:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+123.984,+0
2020-01-01 04:10:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+123.917,+0
2020-01-01 04:20:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+123.849,+0
2020-01-01 04:30:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.13,+123.782,+0
2020-01-01 04:40:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+122.08,+0
2020-01-01 04:50:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.09,+122.016,+0
2020-01-01 05:00:00 PST,+3.74891,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.23,+120.846,+0
2020-01-01 05:10:00 PST,+3.74891,+119,TWONODE,+0.95599,+0+0j,+0+0j,+0,+118.051,+1
2020-01-01 05:20:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+121.154,+0
2020-01-01 05:30:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+124.794,+0
2020-01-01 05:40:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+128.344,+0
2020-01-01 05:50:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0.48,+131.8,+0
2020-01-01 06:00:00 PST,+3.5957,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.88,+131.8,+0
2020-01-01 06:10:00 PST,+3.5957,+119,TWONODE,+0.965084,+0+0j,+0+0j,+0,+120.149,+1
2020-01-01 06:20:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+120.842,+0
2020-01-01 06:30:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+124.49,+0
2020-01-01 06:40:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+128.047,+0
2020-01-01 06:50:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+131.511,+0
2020-01-01 07:00:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+134.88,+0
2020-01-01 07:10:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+138.152,+0
2020-01-01 07:20:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+141.325,+0
2020-01-01 07:30:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+144.398,+0
2020-01-01 07:40:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+147.372,+0
2020-01-01 07:50:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+150.247,+0
2020-01-01 08:00:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+153.021,+0
2020-01-01 08:10:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+155.697,+0
2020-01-01 08:20:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+158.274,+0
2020-01-01 08:30:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0.61,+160.754,+0
2020-01-01 08:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.754,+0
2020-01-01 08:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.639,+0
2020-01-01 09:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.523,+0
2020-01-01 09:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.409,+0
2020-01-01 09:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.294,+0
