# file...... wh_hp_1.csv
# date...... Wed Jun 16 18:36:28 2021
# user...... midrar
# host...... (null)
# target.... waterheater 20
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,nominal_voltage,actual_load,lower_tank_temperature,upper_tank_temperature,water_demand,is_waterheater_on
2020-01-01 06:40:00 UTC,+240,+0.962472,+113.068,+118.965,+0,+1
2020-01-01 06:45:00 UTC,+240,+0.96264,+113.888,+118.917,+0,+1
2020-01-01 06:50:00 UTC,+240,+0.962806,+114.693,+118.87,+0,+1
2020-01-01 06:55:00 UTC,+240,+0.962971,+115.491,+118.823,+0,+1
2020-01-01 07:00:00 UTC,+240,+0.963135,+116.286,+118.775,+0,+1
2020-01-01 07:05:00 UTC,+240,+0.963297,+117.079,+118.728,+0,+1
2020-01-01 07:10:00 UTC,+240,+0.963458,+117.87,+118.681,+0,+1
2020-01-01 07:15:00 UTC,+240,+0.963617,+118.66,+118.635,+0,+1
2020-01-01 07:20:00 UTC,+240,+0.963775,+119.449,+118.588,+0,+1
2020-01-01 07:25:00 UTC,+240,+0,+120.069,+118.541,+0,+0
2020-01-01 07:30:00 UTC,+240,+0,+120.021,+118.496,+0,+0
2020-01-01 07:35:00 UTC,+240,+0,+119.972,+118.45,+0,+0
2020-01-01 07:40:00 UTC,+240,+0,+119.923,+118.405,+0,+0
2020-01-01 07:45:00 UTC,+240,+0,+119.875,+118.359,+0,+0
2020-01-01 07:50:00 UTC,+240,+0,+119.827,+118.314,+0,+0
2020-01-01 07:55:00 UTC,+240,+0,+119.779,+118.269,+0,+0
2020-01-01 08:00:00 UTC,+240,+0,+119.731,+118.224,+0,+0
2020-01-01 08:05:00 UTC,+240,+0,+119.683,+118.179,+0,+0
2020-01-01 08:10:00 UTC,+240,+0,+119.635,+118.134,+0,+0
2020-01-01 08:15:00 UTC,+240,+0,+119.587,+118.09,+0,+0
2020-01-01 08:20:00 UTC,+240,+0,+119.54,+118.045,+0,+0
2020-01-01 08:25:00 UTC,+240,+0,+119.492,+118,+0,+0
2020-01-01 08:30:00 UTC,+240,+0.963892,+119.445,+118.547,+0.057965,+1
2020-01-01 08:35:00 UTC,+240,+0.964128,+99.6404,+118.945,+0.61,+1
2020-01-01 08:40:00 UTC,+240,+0.964314,+93.3434,+119.54,+0,+1
2020-01-01 08:45:00 UTC,+240,+0.964479,+101.448,+120.018,+0,+1
2020-01-01 08:50:00 UTC,+240,+0.964635,+109.823,+119.969,+0,+1
2020-01-01 08:55:00 UTC,+240,+0.964787,+112.986,+119.921,+0,+1
2020-01-01 09:00:00 UTC,+240,+0.964936,+114.791,+119.873,+0,+1
2020-01-01 09:05:00 UTC,+240,+0.965084,+116.025,+119.825,+0,+1
2020-01-01 09:10:00 UTC,+240,+0.96523,+117.011,+119.777,+0,+1
2020-01-01 09:15:00 UTC,+240,+0.965375,+117.888,+119.729,+0,+1
2020-01-01 09:20:00 UTC,+240,+0.965519,+118.717,+119.681,+0,+1
2020-01-01 09:25:00 UTC,+240,+0.965661,+119.525,+119.633,+0,+1
2020-01-01 09:30:00 UTC,+240,+0,+119.986,+119.586,+0,+0
2020-01-01 09:35:00 UTC,+240,+0,+119.938,+119.539,+0,+0
2020-01-01 09:40:00 UTC,+240,+0,+119.89,+119.492,+0,+0
2020-01-01 09:45:00 UTC,+240,+0,+119.842,+119.445,+0,+0
2020-01-01 09:50:00 UTC,+240,+0,+119.794,+119.399,+0,+0
2020-01-01 09:55:00 UTC,+240,+0,+119.747,+119.352,+0,+0
2020-01-01 10:00:00 UTC,+240,+0,+119.699,+119.306,+0,+0
2020-01-01 10:05:00 UTC,+240,+0,+119.652,+119.26,+0,+0
2020-01-01 10:10:00 UTC,+240,+0,+119.605,+119.214,+0,+0
2020-01-01 10:15:00 UTC,+240,+0,+119.558,+119.168,+0,+0
2020-01-01 10:20:00 UTC,+240,+0,+119.511,+119.122,+0,+0
2020-01-01 10:25:00 UTC,+240,+0,+119.464,+119.076,+0,+0
2020-01-01 10:30:00 UTC,+240,+0,+119.417,+119.03,+0,+0
2020-01-01 10:35:00 UTC,+240,+0,+119.371,+118.985,+0,+0
2020-01-01 10:40:00 UTC,+240,+0,+119.324,+118.939,+0,+0
2020-01-01 10:45:00 UTC,+240,+0,+119.278,+118.894,+0,+0
2020-01-01 10:50:00 UTC,+240,+0,+119.231,+118.849,+0,+0
2020-01-01 10:55:00 UTC,+240,+0,+119.185,+118.804,+0,+0
2020-01-01 11:00:00 UTC,+240,+0,+119.139,+118.759,+0,+0
2020-01-01 11:05:00 UTC,+240,+0,+119.093,+118.714,+0,+0
2020-01-01 11:10:00 UTC,+240,+0,+119.047,+118.669,+0,+0
2020-01-01 11:15:00 UTC,+240,+0,+119.002,+118.625,+0,+0
2020-01-01 11:20:00 UTC,+240,+0,+118.956,+118.58,+0,+0
2020-01-01 11:25:00 UTC,+240,+0,+118.91,+118.536,+0,+0
2020-01-01 11:30:00 UTC,+240,+0,+118.865,+118.491,+0,+0
2020-01-01 11:35:00 UTC,+240,+0,+118.82,+118.447,+0,+0
2020-01-01 11:40:00 UTC,+240,+0,+118.774,+118.403,+0,+0
2020-01-01 11:45:00 UTC,+240,+0,+118.729,+118.359,+0,+0
2020-01-01 11:50:00 UTC,+240,+0,+118.684,+118.315,+0,+0
2020-01-01 11:55:00 UTC,+240,+0,+118.639,+118.271,+0,+0
2020-01-01 12:00:00 UTC,+240,+0,+118.595,+118.228,+0,+0
2020-01-01 12:05:00 UTC,+240,+0,+118.55,+118.184,+0,+0
2020-01-01 12:10:00 UTC,+240,+0,+118.505,+118.141,+0,+0
2020-01-01 12:15:00 UTC,+240,+0,+118.461,+118.097,+0,+0
2020-01-01 12:20:00 UTC,+240,+0,+118.416,+118.054,+0,+0
2020-01-01 12:25:00 UTC,+240,+0,+118.372,+118.011,+0,+0
2020-01-01 12:30:00 UTC,+240,+0.965183,+118.328,+118.902,+0,+1
2020-01-01 12:35:00 UTC,+240,+0.965425,+118.283,+119.687,+0,+1
2020-01-01 12:40:00 UTC,+240,+0,+118.239,+120.13,+0,+0
2020-01-01 12:45:00 UTC,+240,+0,+118.195,+120.082,+0,+0
2020-01-01 12:50:00 UTC,+240,+0,+118.151,+120.034,+0,+0
2020-01-01 12:55:00 UTC,+240,+0,+118.108,+119.986,+0,+0
2020-01-01 13:00:00 UTC,+240,+0,+118.064,+119.938,+0,+0
2020-01-01 13:05:00 UTC,+240,+0,+118.02,+119.891,+0,+0
2020-01-01 13:10:00 UTC,+240,+0.965354,+118.699,+119.843,+0,+1
2020-01-01 13:15:00 UTC,+240,+0.965614,+119.744,+119.796,+0,+1
2020-01-01 13:20:00 UTC,+240,+0,+120.082,+119.748,+0,+0
2020-01-01 13:25:00 UTC,+240,+0,+120.034,+119.701,+0,+0
2020-01-01 13:30:00 UTC,+240,+0,+119.986,+119.654,+0,+0
2020-01-01 13:35:00 UTC,+240,+0,+119.939,+119.608,+0,+0
2020-01-01 13:40:00 UTC,+240,+0,+119.891,+119.561,+0,+0
2020-01-01 13:45:00 UTC,+240,+0,+119.844,+119.515,+0,+0
2020-01-01 13:50:00 UTC,+240,+0,+119.796,+119.468,+0.344722,+0
2020-01-01 13:55:00 UTC,+240,+0.964882,+111.674,+119.638,+0.41,+1
2020-01-01 14:00:00 UTC,+240,+0.965104,+112.529,+119.69,+0,+1
2020-01-01 14:05:00 UTC,+240,+0.966015,+115.876,+119.644,+0,+1
2020-01-01 14:10:00 UTC,+240,+0.966166,+117.539,+119.598,+0.00213148,+1
2020-01-01 14:15:00 UTC,+240,+0.966308,+116.417,+119.615,+0.12,+1
2020-01-01 14:20:00 UTC,+240,+0.966446,+117.392,+119.596,+0,+1
2020-01-01 14:25:00 UTC,+240,+0.966582,+118.928,+119.55,+0,+1
2020-01-01 14:30:00 UTC,+240,+0.966716,+119.974,+119.505,+3.37354e-06,+1
2020-01-01 14:35:00 UTC,+240,+0.966109,+104.582,+119.972,+0.92,+1
2020-01-01 14:40:00 UTC,+240,+0.966241,+105.665,+120.116,+1.02375e-06,+1
2020-01-01 14:45:00 UTC,+240,+0.967111,+105.928,+120.209,+0.3,+1
2020-01-01 14:50:00 UTC,+240,+0.96724,+108.127,+120.214,+0,+1
2020-01-01 14:55:00 UTC,+240,+0.967368,+110.823,+120.168,+0,+1
2020-01-01 15:00:00 UTC,+240,+0.967494,+112.323,+120.121,+2.01862e-08,+1
2020-01-01 15:05:00 UTC,+240,+0.96762,+101.39,+120.387,+0.78,+1
2020-01-01 15:10:00 UTC,+240,+0.967745,+102.618,+120.425,+0,+1
2020-01-01 15:15:00 UTC,+240,+0.967868,+106.569,+120.377,+0,+1
2020-01-01 15:20:00 UTC,+240,+0.96799,+108.474,+120.329,+0,+1
2020-01-01 15:25:00 UTC,+240,+0.968111,+109.751,+120.282,+0,+1
2020-01-01 15:30:00 UTC,+240,+0.968231,+110.758,+120.235,+0,+1
2020-01-01 15:35:00 UTC,+240,+0.968351,+111.647,+120.187,+0,+1
2020-01-01 15:40:00 UTC,+240,+0.968469,+112.484,+120.14,+0,+1
2020-01-01 15:45:00 UTC,+240,+0.968586,+113.298,+120.093,+0,+1
2020-01-01 15:50:00 UTC,+240,+0.968702,+114.101,+120.046,+0,+1
2020-01-01 15:55:00 UTC,+240,+0.968817,+114.898,+119.999,+0,+1
2020-01-01 16:00:00 UTC,+240,+0.968932,+115.693,+119.953,+0.000185538,+1
2020-01-01 16:05:00 UTC,+240,+0.969046,+114.679,+119.941,+0.1,+1
2020-01-01 16:10:00 UTC,+240,+0.969159,+115.513,+119.908,+0,+1
2020-01-01 16:15:00 UTC,+240,+0.969271,+116.831,+119.862,+0,+1
2020-01-01 16:20:00 UTC,+240,+0.969382,+117.798,+119.816,+0,+1
2020-01-01 16:25:00 UTC,+240,+0.962269,+118.664,+119.77,+0,+1
2020-01-01 16:30:00 UTC,+240,+0.965845,+119.486,+119.724,+0,+1
2020-01-01 16:35:00 UTC,+240,+0,+120.119,+119.678,+0,+0
2020-01-01 16:40:00 UTC,+240,+0,+120.071,+119.632,+0,+0
2020-01-01 16:45:00 UTC,+240,+0,+120.024,+119.586,+0,+0
2020-01-01 16:50:00 UTC,+240,+0,+119.976,+119.539,+0.209945,+0
2020-01-01 16:55:00 UTC,+240,+0.967867,+115.081,+119.601,+0.25,+1
2020-01-01 17:00:00 UTC,+240,+0.968079,+115.887,+119.59,+0,+1
2020-01-01 17:05:00 UTC,+240,+0.968235,+118.312,+119.543,+0,+1
2020-01-01 17:10:00 UTC,+240,+0.968368,+119.649,+119.497,+0,+1
2020-01-01 17:15:00 UTC,+240,+0,+120.055,+119.45,+0,+0
2020-01-01 17:20:00 UTC,+240,+0,+120.008,+119.404,+0,+0
2020-01-01 17:25:00 UTC,+240,+0,+119.962,+119.358,+0,+0
2020-01-01 17:30:00 UTC,+240,+0,+119.915,+119.312,+0,+0
2020-01-01 17:35:00 UTC,+240,+0,+119.869,+119.266,+0,+0
2020-01-01 17:40:00 UTC,+240,+0,+119.822,+119.221,+0,+0
2020-01-01 17:45:00 UTC,+240,+0,+119.776,+119.175,+0,+0
2020-01-01 17:50:00 UTC,+240,+0,+119.73,+119.129,+0,+0
2020-01-01 17:55:00 UTC,+240,+0,+119.684,+119.084,+0,+0
2020-01-01 18:00:00 UTC,+240,+0,+119.638,+119.039,+0,+0
2020-01-01 18:05:00 UTC,+240,+0,+119.592,+118.993,+0,+0
2020-01-01 18:10:00 UTC,+240,+0,+119.546,+118.948,+0.135712,+0
2020-01-01 18:15:00 UTC,+240,+0.96795,+116.765,+118.973,+0.16,+1
2020-01-01 18:20:00 UTC,+240,+0.968152,+117.588,+118.953,+0,+1
2020-01-01 18:25:00 UTC,+240,+0.968304,+119.554,+118.907,+0,+1
2020-01-01 18:30:00 UTC,+240,+0,+120.04,+118.862,+0,+0
2020-01-01 18:35:00 UTC,+240,+0,+119.994,+118.816,+0,+0
2020-01-01 18:40:00 UTC,+240,+0,+119.947,+118.771,+0,+0
2020-01-01 18:45:00 UTC,+240,+0,+119.901,+118.726,+0,+0
2020-01-01 18:50:00 UTC,+240,+0,+119.855,+118.681,+0,+0
2020-01-01 18:55:00 UTC,+240,+0,+119.809,+118.635,+0,+0
2020-01-01 19:00:00 UTC,+240,+0,+119.763,+118.59,+0,+0
2020-01-01 19:05:00 UTC,+240,+0,+119.717,+118.546,+0,+0
2020-01-01 19:10:00 UTC,+240,+0,+119.671,+118.501,+0,+0
2020-01-01 19:15:00 UTC,+240,+0,+119.625,+118.456,+0,+0
2020-01-01 19:20:00 UTC,+240,+0,+119.58,+118.412,+0,+0
2020-01-01 19:25:00 UTC,+240,+0,+119.534,+118.367,+0,+0
2020-01-01 19:30:00 UTC,+240,+0,+119.489,+118.323,+0,+0
2020-01-01 19:35:00 UTC,+240,+0,+119.443,+118.279,+0,+0
2020-01-01 19:40:00 UTC,+240,+0,+119.398,+118.234,+0,+0
2020-01-01 19:45:00 UTC,+240,+0,+119.353,+118.19,+0,+0
2020-01-01 19:50:00 UTC,+240,+0,+119.308,+118.146,+0,+0
2020-01-01 19:55:00 UTC,+240,+0,+119.264,+118.103,+0,+0
2020-01-01 20:00:00 UTC,+240,+0,+119.219,+118.059,+0,+0
2020-01-01 20:05:00 UTC,+240,+0,+119.174,+118.015,+0,+0
2020-01-01 20:10:00 UTC,+240,+0.967575,+119.13,+118.161,+0,+1
2020-01-01 20:15:00 UTC,+240,+0.967797,+119.085,+118.086,+0,+1
2020-01-01 20:20:00 UTC,+240,+0.967959,+119.04,+118.481,+0,+1
2020-01-01 20:25:00 UTC,+240,+0.968096,+118.996,+119.097,+0,+1
2020-01-01 20:30:00 UTC,+240,+0.968223,+118.951,+119.81,+0,+1
2020-01-01 20:35:00 UTC,+240,+0,+118.907,+120.08,+0,+0
2020-01-01 20:40:00 UTC,+240,+0,+118.863,+120.032,+0,+0
2020-01-01 20:45:00 UTC,+240,+0,+118.819,+119.985,+0,+0
2020-01-01 20:50:00 UTC,+240,+0,+118.776,+119.939,+0,+0
2020-01-01 20:55:00 UTC,+240,+0,+118.732,+119.892,+0,+0
2020-01-01 21:00:00 UTC,+240,+0,+118.689,+119.845,+0,+0
2020-01-01 21:05:00 UTC,+240,+0,+118.645,+119.799,+0,+0
2020-01-01 21:10:00 UTC,+240,+0,+118.602,+119.752,+0,+0
2020-01-01 21:15:00 UTC,+240,+0,+118.559,+119.706,+0,+0
2020-01-01 21:20:00 UTC,+240,+0,+118.515,+119.66,+0,+0
2020-01-01 21:25:00 UTC,+240,+0,+118.472,+119.614,+0,+0
2020-01-01 21:30:00 UTC,+240,+0,+118.429,+119.568,+0,+0
2020-01-01 21:35:00 UTC,+240,+0,+118.387,+119.522,+0,+0
2020-01-01 21:40:00 UTC,+240,+0,+118.344,+119.477,+0,+0
2020-01-01 21:45:00 UTC,+240,+0,+118.301,+119.431,+0,+0
2020-01-01 21:50:00 UTC,+240,+0,+118.259,+119.386,+0,+0
2020-01-01 21:55:00 UTC,+240,+0,+118.216,+119.34,+0,+0
2020-01-01 22:00:00 UTC,+240,+0,+118.174,+119.295,+0,+0
2020-01-01 22:05:00 UTC,+240,+0,+118.132,+119.25,+0,+0
2020-01-01 22:10:00 UTC,+240,+0,+118.089,+119.205,+0,+0
2020-01-01 22:15:00 UTC,+240,+0,+118.047,+119.16,+0,+0
2020-01-01 22:20:00 UTC,+240,+0,+118.005,+119.116,+0,+0
2020-01-01 22:25:00 UTC,+240,+0.967493,+119.375,+119.071,+0,+1
2020-01-01 22:30:00 UTC,+240,+0,+120.02,+119.026,+0,+0
2020-01-01 22:35:00 UTC,+240,+0,+119.973,+118.981,+0,+0
2020-01-01 22:40:00 UTC,+240,+0,+119.926,+118.937,+0,+0
2020-01-01 22:45:00 UTC,+240,+0,+119.879,+118.892,+0,+0
2020-01-01 22:50:00 UTC,+240,+0,+119.833,+118.848,+0,+0
2020-01-01 22:55:00 UTC,+240,+0,+119.786,+118.804,+0,+0
2020-01-01 23:00:00 UTC,+240,+0,+119.74,+118.76,+0,+0
2020-01-01 23:05:00 UTC,+240,+0,+119.693,+118.716,+0,+0
2020-01-01 23:10:00 UTC,+240,+0,+119.647,+118.672,+0,+0
2020-01-01 23:15:00 UTC,+240,+0,+119.601,+118.628,+0,+0
2020-01-01 23:20:00 UTC,+240,+0,+119.555,+118.585,+0,+0
2020-01-01 23:25:00 UTC,+240,+0,+119.509,+118.541,+0,+0
2020-01-01 23:30:00 UTC,+240,+0,+119.463,+118.498,+0,+0
2020-01-01 23:35:00 UTC,+240,+0,+119.417,+118.455,+0,+0
2020-01-01 23:40:00 UTC,+240,+0,+119.372,+118.411,+0,+0
2020-01-01 23:45:00 UTC,+240,+0,+119.326,+118.368,+0,+0
2020-01-01 23:50:00 UTC,+240,+0,+119.281,+118.325,+0,+0
2020-01-01 23:55:00 UTC,+240,+0,+119.235,+118.282,+0,+0
2020-01-02 00:00:00 UTC,+240,+0,+119.19,+118.24,+0,+0
2020-01-02 00:05:00 UTC,+240,+0,+119.145,+118.197,+0,+0
